class,name,profile description,dog description
athlete,Candace Parker,"Candace Nicole Parker (born April 19, 1986) is an American professional basketball player for the Chicago Sky of the Women's National Basketball Association (WNBA). She was selected as the first overall pick in the 2008 WNBA Draft by the Los Angeles Sparks. A versatile player, Parker mainly plays the forward position. In high school, Parker won the 2003 and 2004 Gatorade National Girls Basketball Player of the Year awards, becoming just the second junior and the only woman to receive the award twice. As a college player for Tennessee, she led the team two consecutive national championships (2007, 2008), was named the Final Four's most outstanding player in both occasions, and was a two-time consensus national player of the year. As a redshirt freshman, she became the first woman to dunk in an NCAA tournament game and the first woman to dunk twice in a college game. After being selected in the WNBA Draft, Parker signed long-term endorsement deals with Adidas and Gatorade. In 2016, Parker helped the Sparks to win their first WNBA Finals title since 2002. Parker has won two WNBA Most Valuable Player Awards (2008, 2013), a WNBA Finals MVP Award (2016), a WNBA All-Star Game MVP Award (2013), two Olympic gold medals (2008, 2012), and the WNBA Rookie of the Year Award (2008). She has been selected to six All-WNBA teams and five All-Star teams, and was the first player to win the Rookie of the Year and the WNBA Most Valuable Player Award in the same season. Parker became the second player to dunk in a WNBA game on June 22, 2008.","Betsy is a 2 1/2 year old collie/lab mix. She's a bit overweight and a couch potato. She usually does not like other animals and had a strong prey drive. She has learned to walk on a leash always with another dog, she enjoys the company and play with our pack and has lost several pounds through activity and exercise.She is full of energy and is quite food motivated and therefore eager to learn.Betsy does do better with larger male dogs or young nonchallenging females. She is not recommended to be around cats.She does great riding in the car"
athlete,Lisa Leslie,"Lisa Deshaun Leslie (born July 7, 1972) is an American former professional basketball player. She is currently the head coach for Triplets in the BIG3 professional basketball league, as well as a studio analyst for Orlando Magic broadcasts on Fox Sports Florida. Leslie played in the Women's National Basketball Association (WNBA). She is a three-time WNBA MVP and a four-time Olympic gold medal winner. The number-seven pick in the 1997 inaugural WNBA draft, she followed her career at the University of Southern California with eight WNBA All-Star selections and two WNBA championships over the course of eleven seasons with the Los Angeles Sparks, before retiring in 2009. Leslie was the first player to dunk in a WNBA game. In 2011, she was voted in by fans as one of the Top 15 players in WNBA history. In 2015, she was inducted into the Naismith Memorial Basketball Hall of Fame. Leslie was also inducted into the Women's Basketball Hall of Fame in 2015. Since her retirement from professional basketball, Leslie has worked as a sports commentator and analyst for several sports networks, such as NBC, ABC and Fox Sports Net. She had also released an autobiography called Don't Let the Lipstick Fool You. In 2011, she had become a co-owner of the Los Angeles Sparks. In 2018, Leslie joined Fox Sports Florida as a studio analyst on Orlando Magic broadcasts.","Joey is around 9 years old and is oh so handsome. He can be wary of new people. Treats are the way to his heart and once he knows you he is a lover boy. Joey enjoys going for car rides, running around the park, eating the occasional cheeseburger, and laying on super comfy fluffy blankets and pillows. He is the perfect combination of playful and couch potato!"
athlete,Zheng Zhi,"Zheng Zhi (born 20 August 1980) is a Chinese professional footballer who currently plays for and captains Chinese Super League club Guangzhou Evergrande. After starting his career as a defender, Zheng was later moved into a central midfield role by then head coach Zhu Guanghu at Shenzhen Jianlibao and experienced immediate success there by winning the 2004 league title with the club. A move to Shandong Luneng saw a prolific goal scoring period in his career and he soon became the captain of the Chinese national team, which then led to moves to Charlton Athletic and Celtic. He moved back to China in 2010 and joined Guangzhou Evergrande, making over 300 appearances so far as captain while helping the club win all major trophies a Chinese club could compete for, including Chinese Super League for a record 8 times and AFC Champions League twice. Zheng joined the Chinese under-23 national team as the only player called up from the third tier. He made his debut for the Chinese national team on 7 December 2002 in a 3–1 win against Syria. He scored his first international goal on 29 January 2004 in a 1–0 win against Macedonia. After Zhu Guanghu took over as the manager in 2005, he was shifted into centre midfield and cemented his spot as the national team's first choice midfielder. Zheng captained the under-23 national team that competed at the 2008 Summer Olympics. Under Gao Hongbo's management, Zheng was appointed captain of the national team. In an interview on 3 August 2016, Zheng said, ""This is the last time I will be in the final stage of FIFA World Cup qualification,"" indicating that after the 2018 FIFA World Cup, he would retire from the national team.","vy is a 6-7 yo pit mix who only weighs 40lbs. She's a very sweet, timid, and docile girl who is a poet at heart and needs the countryside quiet to keep her soul at peace and comfort. She does well with big and little dogs (proper intros, of course!) and has paid no mind to kitty cats. She will snuggle up to mellow dogs that just want to hang out."
athlete,Lionel Messi,"Lionel Andrés Messi (born 24 June 1987) is an Argentine professional footballer who plays as a forward and captains both Spanish club Barcelona and the Argentina national team. Often considered as the best player in the world and widely regarded as one of the greatest players of all time, Messi has won a record six Ballon d'Or awards, a record six European Golden Shoes, and in 2020 was named to the Ballon d'Or Dream Team. He has spent his entire professional career with Barcelona, where he has won a club-record 34 trophies, including ten La Liga titles, six Copa del Rey titles and four UEFA Champions Leagues. A prolific goalscorer and creative playmaker, Messi holds the records for most goals in La Liga (467), a La Liga and European league season (50), most hat-tricks in La Liga (36) and the UEFA Champions League (8), and most assists in La Liga (191), a La Liga and European league season (21) and the Copa América (12). He has scored over 750 senior career goals for club and country, and has the most goals ever by a player for a single club. Born and raised in central Argentina, Messi relocated to Spain to join Barcelona at age 13, for whom he made his competitive debut aged 17 in October 2004. He established himself as an integral player for the club within the next three years, and in his first uninterrupted season in 2008–09 he helped Barcelona achieve the first treble in Spanish football; that year, aged 22, Messi won his first Ballon d'Or. Three successful seasons followed, with Messi winning four consecutive Ballons d'Or, making him the first player to win the award four times and in a row. During the 2011–12 season, he set the La Liga and European records for most goals scored in a single season, while establishing himself as Barcelona's all-time top scorer. ",Dasher is a very energetic sweet boy around 1 year old
athlete,Pelé,"Edson Arantes do Nascimento (Brazilian Portuguese: ; born 23 October 1940), known as Pelé (), is a Brazilian former professional footballer who played as a forward. Regarded as one of the greatest players of all time and labelled ""the greatest"" by FIFA, he was among the most successful and popular sports figures of the 20th century. During his playing days, Pelé was for a period the best-paid athlete in the world. In 1999, Pelé was voted World Player of the Century by the International Federation of Football History & Statistics (IFFHS), and was one of the two joint winners of the FIFA Player of the Century. That same year, Pelé was named Athlete of the Century by the International Olympic Committee and was included in the Time list of the 100 most important people of the 20th century. According to the IFFHS, Pelé is the most successful top division scorer in the sport with 541 goals in 560 games. His total of 1,279 goals in 1,363 games, which included friendlies, is a Guinness World Record. Pelé began playing for Santos at age 15 and the Brazil national team at 16. During his international career, he won three FIFA World Cups: 1958, 1962 and 1970, the only player to do so. Pelé is the all-time leading goalscorer for Brazil with 77 goals in 92 games. At club level he is Santos' all-time top goalscorer with 643 goals from 659 games. In a golden era for Santos, he led the club to the 1962 and 1963 Copa Libertadores, and to the 1962 and 1963 Intercontinental Cup. Credited with connecting the phrase ""The Beautiful Game"" with football, Pelé's ""electrifying play and penchant for spectacular goals"" made him a star around the world, and his teams toured internationally in order to take full advantage of his popularity. Since retiring in 1977, Pelé has been a worldwide ambassador for football and has made many acting and commercial ventures. In 2010, he was named the Honorary President of the New York Cosmos.","Klank is a very handsome 7 yr old, 60 lbs bulldog mix. Some of his favorite things are eating, sleeping, treats, napping, and resting his eyes. He loves food so much that he makes ""nom-nom-nom"" noises when he eats and his mom imagines he's saying ""gosh I love this food, it's sooo delicious. Nom-nom-nom."" Klank also snores and farts, so he's your typical bachelor. Unfortunately, he must have come from a sad past as he cowers and tries to shrink when you pet him. He is getting used to receiving love by hands and does like pets and back scratches after he knows he can trust you. Klank is scared of new people and needs slow introductions to strangers."
athlete,Neymar,"Neymar da Silva Santos Júnior (born 5 February 1992), known as Neymar, is a Brazilian professional footballer who plays as a forward for Ligue 1 club Paris Saint-Germain and the Brazil national team. He is widely regarded as one of the best players in the world. Neymar came into prominence at Santos, where he made his professional debut aged 17. He helped the club win two successive Campeonato Paulista championships, a Copa do Brasil, and the 2011 Copa Libertadores; the latter being Santos' first since 1963. Neymar was twice named the South American Footballer of the Year, in 2011 and 2012, and soon relocated to Europe to join Barcelona. As part of Barcelona's attacking trio with Lionel Messi and Luis Suárez, he won the continental treble of La Liga, the Copa del Rey, and the UEFA Champions League, and finished third for the FIFA Ballon d'Or in 2015 for his performances. He then attained a domestic double in the 2015–16 season. In 2017, Neymar transferred to Paris Saint-Germain in a move worth €222 million, making him the most expensive player ever. In France, Neymar won three league titles, two Coupe de France, and two Coupe de la Ligue, which included a domestic treble and being voted Ligue 1 Player of the Year in his debut season. Neymar helped PSG attain a domestic quadruple in the 2019–20 season, and led the club to its first ever Champions League Final. Off the pitch, Neymar ranks among the world's most prominent sportsmen; SportsPro named him the most marketable athlete in the world in 2012 and 2013, and ESPN cited him as the world's fourth-most famous athlete in 2016. In 2017, Neymar was included by Time in its list of the 100 most influential people in the world.","Bucky is a very sweet and gentle boy. He is a bit timid around people at first but then warms up. He thrives in the company of other dogs. He loves to play with other dogs and running around the yard is a favorite activity. He is a sensitive soul and will do best in a more quiet residential area, rather than on busy city streets. Bucky is beautiful and so charming!"
athlete,Kareem Abdul-Jabbar,"Kareem Abdul-Jabbar (born Ferdinand Lewis Alcindor Jr.; April 16, 1947) is an American former professional basketball player who played 20 seasons in the National Basketball Association (NBA) for the Milwaukee Bucks and the Los Angeles Lakers. During his career as a center, Abdul-Jabbar was a record six-time NBA Most Valuable Player (MVP), a record 19-time NBA All-Star, a 15-time All-NBA selection, and an 11-time NBA All-Defensive Team member. A member of six NBA championship teams as a player and two more as an assistant coach, Abdul-Jabbar twice was voted NBA Finals MVP. In 1996, he was honored as one of the 50 Greatest Players in NBA History. NBA coach Pat Riley and players Isiah Thomas and Julius Erving have called him the greatest basketball player of all time. After winning 71 consecutive basketball games on his high school team in New York City, Alcindor was recruited by Jerry Norman, the assistant coach of UCLA, where he played for coach John Wooden on three consecutive national championship teams and was a record three-time MVP of the NCAA Tournament. Drafted with the first overall pick by the one-season-old Bucks franchise in the 1969 NBA draft, Alcindor spent six seasons in Milwaukee. After leading the Bucks to its first NBA championship at age 24 in 1971, he took the Muslim name Kareem Abdul-Jabbar. Using his trademark ""skyhook"" shot, he established himself as one of the league's top scorers. In 1975, he was traded to the Lakers, with whom he played the final 14 seasons of his career and won five additional NBA championships. Abdul-Jabbar's contributions were a key component in the ""Showtime"" era of Lakers basketball. Over his 20-year NBA career, his teams succeeded in making the playoffs 18 times and got past the first round 14 times; his teams reached the NBA Finals on 10 occasions. At the time of his retirement at age 42 in 1989, Abdul-Jabbar was the NBA's all-time leader in points scored (38,387), games played (1,560), minutes played (57,446), field goals made (15,837), field goal attempts (28,307), blocked shots (3,189), defensive rebounds (9,394), career wins (1,074), and personal fouls (4,657). He remains the all-time leader in points scored, field goals made, and career wins. He is ranked third all-time in both rebounds and blocked shots. In 2007, ESPN voted him the greatest center of all time; in 2008, ESPN named him the ""greatest player in college basketball history""; and in 2016, ESPN named him the second best player in NBA history (behind Michael Jordan).","Brenna brightens our home with her sweet and sassy ways. The effervescent 11-year-old is always grinning, always happy dancing - especially when she greets her family or when it's time to eat - and is always eager to cuddle with them on the couch. Brenna is the most loyal and loving of dogs, well mannered, well trained and perpetually perky. She likes chewing on bones and playing with soft, squeaky toys, enjoys going on leash walks and taking rides in the car. Motivated by food and affection, she comes when called and knows ""sit"""
athlete,Dennis Rodman,"Dennis Keith Rodman (born May 13, 1961) is an American former professional basketball player. Nicknamed ""the Worm"", he is known for his fierce defensive and rebounding abilities. Rodman played for the Detroit Pistons, San Antonio Spurs, Chicago Bulls, Los Angeles Lakers, and Dallas Mavericks in the National Basketball Association. Rodman played at the small forward position in his early years before becoming a power forward. He earned NBA All-Defensive First Team honors seven times and won the NBA Defensive Player of the Year Award twice. He also led the NBA in rebounds per game for a record seven consecutive years and won five NBA championships. His biography at NBA.com states that he is ""arguably the best rebounding forward in NBA history"". On April 1, 2011, the Pistons retired Rodman's No. 10 jersey, and he was inducted into the Naismith Memorial Basketball Hall of Fame later that year. Rodman experienced an unhappy childhood and was shy and introverted in his early years. After aborting a suicide attempt in 1993, he reinvented himself as a ""bad boy"" and became notorious for numerous controversial antics. He repeatedly dyed his hair in artificial colors, had many piercings and tattoos, and regularly disrupted games by clashing with opposing players and officials. He famously wore a wedding dress to promote his 1996 autobiography Bad As I Wanna Be. Rodman pursued a high-profile affair with singer Madonna and was briefly married to actress Carmen Electra. Rodman also attracted international attention for his visits to North Korea and his subsequent befriending of North Korean leader Kim Jong-un in 2013.","Doss is so beautiful - he takes our breath away when he enters a room! He thrives in a calm household with balanced animals and humans. and loves his hikes, walks, and ball play! If you are a bully breed lover, you will recognize this boy as an archetype of the breed! Doss is extremely loyal and loving and can't wait to lean his blockhead on your shoulders!! Doss can get along with other large calm dogs. No cats or small children at this time."
athlete,Chauncey Billups,"Chauncey Ray Billups (born September 25, 1976) is an American professional basketball coach and former player who serves as assistant coach for the Los Angeles Clippers of the National Basketball Association (NBA). He played 17 seasons in the NBA. After playing college basketball with the Colorado Buffaloes, he was selected third overall in the 1997 NBA draft by the Boston Celtics. A five-time NBA All-Star and a three-time All-NBA selection, Billups played for the Celtics, Toronto Raptors, Denver Nuggets, Minnesota Timberwolves, Detroit Pistons, New York Knicks, and Los Angeles Clippers during his NBA career. He won the NBA Finals MVP in 2004 after helping the Pistons beat the Los Angeles Lakers in the Finals, and was given the nickname ""Mr. Big Shot"" for making late-game shots with Detroit. The Pistons retired his No. 1 jersey in 2016. On March 5, 2006, Billups was selected to be a part of the 2006–2008 USA Men's Senior National Team program developed to restore Team USA back to the top of the basketball world after disappointments in the 2002 FIBA World Championship and the 2004 Summer Olympic Games. After missing out in the 2006 FIBA World Championship due to personal reasons, on August 20, 2007, Billups was selected to be a part of Team USA that competed at the 2007 FIBA Americas Championship, a qualifying tournament for the Beijing Olympics.",Gwennie is a sweet energetic roughly 7 year old Boxer/Staffie Terrier. She was owned by a homeless person who was unable to care for her and wanted her to have a better life. She was pregnant at the time and had 8 beautiful puppies. Gwennie is still acting young and has a lot of energy. She needs plenty of exercise. Gwennie is selective with her dog friends. She can get along with some other dogs but would prefer to be an only dog. Gwennie is sweet and funny and playful and a girl who thinks every day is a new adventure!
athlete,Tayshaun Prince,"Tayshaun Durell Prince (born February 28, 1980) is an American professional basketball executive and former player. The 6-foot-9-inch (2.06 m) small forward graduated from Dominguez High School before playing college basketball for the University of Kentucky. He was drafted 23rd overall by the Detroit Pistons in the 2002 NBA draft and went on to win a championship with the team in 2004. On August 15, 2017, Prince joined the Memphis Grizzlies as special assistant to general manager. On April 27, 2019, the Grizzlies promoted him to Vice President of Basketball Affairs. On August 20, 2007, Prince was selected to be a part of Team USA that competed at the 2007 FIBA Americas Championship, a qualifying tournament for the Beijing Olympics. With his defensive poise, he contributed in the USA's unbeaten record at the tournament held in Las Vegas, Nevada and earned a spot at the 2008 Summer Olympics.","Andy is a sweet boy with gorgeous long, tri-colored fur. He has that Aussie elegant coat with his cute short tail. He is young , playful and active. He likes to go on long walks, hike or even learn to play frisbee. He is a smart boy who loves attention and is open to learn new things. Andy is very sweet and gets along great with kids and other dogs too."
athlete,Ben Wallace,"Ben Cameron Wallace (born September 10, 1974) is an American former professional basketball player who is a minority owner and president of basketball operations of the Grand Rapids Drive of the NBA G League. Playing most of his career in the National Basketball Association, he is regarded by many to be the greatest undrafted player in NBA history. A native of Alabama, Wallace attended Cuyahoga Community College and Virginia Union University. In his NBA career, Wallace played with the Washington Bullets/Wizards, Orlando Magic, Detroit Pistons, Chicago Bulls, and Cleveland Cavaliers. He won the NBA Defensive Player of the Year Award four times, a record he shares with Dikembe Mutombo. In nine seasons with the Pistons (2000–2006; 2009–2012), Wallace made two NBA Finals appearances (2004 and 2005) and won a championship with the team in 2004. The Pistons retired his jersey number 3 in 2016. Wallace was named a finalist for the Naismith Basketball Hall of Fame in 2019, but narrowly missed induction. Wallace was listed at 6 ft 9 in (2.06 m), though he has admitted that he is closer to 6 ft 7 in (2.01 m). Even though his height was more suited for the power forward position, he primarily played as center due to his size, strength and athleticism. He became known for his prolific rebounding and shot blocking, and was voted the NBA Defensive Player of the Year four times.","Capone was abandoned at the shelter with his brother, Dillinger loves to go for walks and loves to play with his brother. He is friendly, loving, and would make a great companion to go running, hiking, camping, swimming with. "
mathematician,Emmy Noether,"Amalie Emmy Noether (23 March 1882 – 14 April 1935) was a German mathematician who made many important contributions to abstract algebra. She discovered Noether's theorem, which is fundamental in mathematical physics. She invariably used the name ""Emmy Noether"" in her life and publications. She was described by Pavel Alexandrov, Albert Einstein, Jean Dieudonné, Hermann Weyl and Norbert Wiener as the most important woman in the history of mathematics. As one of the leading mathematicians of her time, she developed some theories of rings, fields, and algebras. In physics, Noether's theorem explains the connection between symmetry and conservation laws. Noether remained a leading member of the Göttingen mathematics department until 1933; her students were sometimes called the ""Noether boys"". In 1924, Dutch mathematician B. L. van der Waerden joined her circle and soon became the leading expositor of Noether's ideas; her work was the foundation for the second volume of his influential 1931 textbook, Moderne Algebra. ","Currently Zoey lives with a cat and two dogs in at home. She is very playful with both the dogs and the cat, but she does like to chase so cats that run from dogs probably wouldn't enjoy her company. She loves children but needs training on manners and jumping so best to avoid interaction with small children."
mathematician,Gloria Conyers Hewitt,"Gloria Conyers Hewitt (born 1935) is an American mathematician. She was the fourth African-American woman to receive a PhD in Mathematics. Her main research interests were in group theory and abstract algebra. She is the first African American woman to chair a math department in the United States. Hewitt was born on October 26, 1935 in Sumter, South Carolina. She entered Fisk University in 1952 and graduated in 1956 with a degree in secondary mathematics education. Without her knowledge, department chairman Lee Lorch recommended Hewitt to two graduate schools. As a result, she was offered a fellowship at the University of Washington in her senior year, though she had not applied for it. Hewitt received her masters from there in 1960, and then her Ph.D. (with a thesis on ""Direct and Inverse Limits of Abstract Algebras"") in 1962.","Brandy is a beautiful 1 year-old Aussie/English Shepherd mix female with a bobtail who was found as a stray. Brandy is a happy, enthusiastic, and rambunctious dog who needs a very active person to provide her with plenty of daily exercise, structure, and obedience work. She's very friendly and outgoing but it appears that no one has spent much time with her in the past so she doesn't know basic canine manners. She loves to jump up on people for attention and is very strong on the leash. Walking her with an Easy Walk Harness is very helpful as she works on her leash skills."
mathematician,tta Zuber Falconer,"Etta Zuber Falconer (21 November 1933 – 19 September 2002) was an educator and mathematician the bulk of whose career was spent at Spelman College, where she eventually served as department head and associate provost. She was one of the earlier African-American women to receive a Ph.D. in mathematics. Falconer's mother had studied at Spelman, and Falconer approached the head of the mathematics department, telling him that she wanted to teach there. She was appointed an instructor in 1965. In 1969 Falconer became the eleventh African American woman to receive a PhD in mathematics. She specialized in Abstract Algebra. Falconer advanced to associate professor, leaving Spelman in 1971 to join the mathematics department at Norfolk State University, where she taught for the academic year 1971-1972. Falconer returned to Spelman as professor of mathematics and head of the mathematics department. She held those positions until 1985.","Racko is extremely intelligent. He loves his training sessions and learning new things. He is a master at fun doggie sports, including agility and treibball, and he knows quite a few tricks. He is also very active and always up for an adventure. Born in 2014, Racko is loving and sweet. He's a dog who really appreciates snuggles and belly rubs. He will crawl right in your lap for love and attention. Racko is crate trained and walks very well on leash. Racko also loves riding in the car. Racko is a very fun boy to be around."
mathematician,Mary Jackson,"Mary Jackson (April 9, 1921 – February 11, 2005) was an American mathematician and aerospace engineer at the National Advisory Committee for Aeronautics (NACA), which in 1958 was succeeded by the National Aeronautics and Space Administration (NASA). She worked at Langley Research Center in Hampton, Virginia, for most of her career. She started as a computer at the segregated West Area Computing division in 1951. She took advanced engineering classes and, in 1958, became NASA's first black female engineer. After 34 years at NASA, Jackson had earned the most senior engineering title available. She realized she could not earn further promotions without becoming a supervisor. She accepted a demotion to become a manager of both the Federal Women's Program, in the NASA Office of Equal Opportunity Programs and of the Affirmative Action Program. In this role, she worked to influence the hiring and promotion of women in NASA's science, engineering, and mathematics careers. Jackson's story features in the 2016 non-fiction book Hidden Figures: The American Dream and the Untold Story of the Black Women Who Helped Win the Space Race. She is one of the three protagonists in Hidden Figures, the film adaptation released the same year.","Handsome with a capital ""H"", Neville is a bit of a mischievous boy who does well with adults and teens, but not other pets. An outdoorsman at heart, he enjoys hiking or just hanging out on the grass. He is an excellent car rider and potty-trained. Neville thrives when his humans are home often because he just can't get enough of you. Top that off with being an affectionate cuddlebug. Neville has completed a 6-week board and train with the Paws for Life prison program!"
mathematician,Maryam Mirzakhani,"Maryam Mirzakhani (03 May 1977 – 14 July 2017) was an Iranian mathematician and a professor of mathematics at Stanford University. Her research topics included Teichmüller theory, hyperbolic geometry, ergodic theory, and symplectic geometry. In 2005, as a result of her research, she was honored in Popular Science's fourth annual ""Brilliant 10"" in which she was acknowledged as one of the top 10 young minds who have pushed their fields in innovative directions. On 13 August 2014, Mirzakhani was honored with the Fields Medal, the most prestigious award in mathematics. Thus, she became both the first, and to date, the only woman and the first Iranian to be honored with the award. The award committee cited her work in ""the dynamics and geometry of Riemann surfaces and their moduli spaces"". On 14 July 2017, Mirzakhani died of breast cancer at the age of 40.","Rocky is 4 years old- super handsome lowrider who does fine with submissive dogs but no cats for him. He needs slow introductions to new people and warms up faster to females but still loves his male humans who are in his circle. He is an avid ball player and loves to take long walks in the woods. He is neutered, crate trained, housebroken, does a mean duration place and has a solid off leash recall."
mathematician,Srinivasa Ramanujan,"Srinivasa Ramanujan Aiyangar (22 December 1887 – 26 April 1920) was an Indian mathematician who lived during the British Rule in India. Though he had almost no formal training in pure mathematics, he made substantial contributions to mathematical analysis, number theory, infinite series, and continued fractions, including solutions to mathematical problems then considered unsolvable. Ramanujan initially developed his own mathematical research in isolation: according to Hans Eysenck: ""He tried to interest the leading professional mathematicians in his work, but failed for the most part. What he had to show them was too novel, too unfamiliar, and additionally presented in unusual ways; they could not be bothered"". Seeking mathematicians who could better understand his work, in 1913 he began a postal partnership with the English mathematician G. H. Hardy at the University of Cambridge, England. Recognizing Ramanujan's work as extraordinary, Hardy arranged for him to travel to Cambridge. In his notes, Hardy commented that Ramanujan had produced groundbreaking new theorems, including some that ""defeated me completely; I had never seen anything in the least like them before"", and some recently proven but highly advanced results. During his short life, Ramanujan independently compiled nearly 3,900 results (mostly identities and equations). Many were completely novel; his original and highly unconventional results, such as the Ramanujan prime, the Ramanujan theta function, partition formulae and mock theta functions, have opened entire new areas of work and inspired a vast amount of further research.","Tracy is a very sweet, happy, female Boston Terrier/AmStaff mix. She is approx. 12 years old, weighs about 45 pounds, is short & stocky, and has adorable ears that flop over when she perks them up. She loves to go on leisurely walks and sniff all the interesting scents. She walks well on a lead, but at times can pull a little bit. She loves to cuddle and have her ears scratched, but prefers not to share her human(s) with other dogs, so she sometimes gets jealous of other canines who try to encroach on her cuddle time. She is fine with other calm dogs, while more assertive dogs can make her a little bit snippy. Tracy is a lower energy gal who loves Nylabones and would much rather snooze on a comfy sofa or dog bed, than play with other dogs! She is afraid of storms and fireworks, and hasn’t been around cats."
mathematician,David Hilbert,"David Hilbert (/ˈhɪlbərt/; German: ; 23 January 1862 – 14 February 1943) was a German mathematician and one of the most influential mathematicians of the 19th and early 20th centuries. Hilbert discovered and developed a broad range of fundamental ideas in many areas, including invariant theory, the calculus of variations, commutative algebra, algebraic number theory, the foundations of geometry, spectral theory of operators and its application to integral equations, mathematical physics, and the foundations of mathematics (particularly proof theory). Hilbert adopted and defended Georg Cantor's set theory and transfinite numbers. In 1900, he presented a collection of problems that set the course for much of the mathematical research of the 20th century. Hilbert and his students contributed significantly to establishing rigor and developed important tools used in modern mathematical physics. Hilbert is known as one of the founders of proof theory and mathematical logic.","Lorna! Lorna is a sweet and friendly gal who is easy to leash up in the kennel and walks out nicely, not reacting towards other dogs. She enjoyed being outside and sun bathing. She was a bit timid when meeting other dogs but was accepting and did well when meeting at fence and on/off leash. She preferred to keep to herself but did interact with others when approached. She likes people and will come up for affection but preferred to sunbathe."
mathematician,Georg Cantor,"Georg Ferdinand Ludwig Philipp Cantor (February 19, 1845 – January 6, 1918) was a German mathematician. He created set theory, which has become a fundamental theory in mathematics. Cantor established the importance of one-to-one correspondence between the members of two sets, defined infinite and well-ordered sets, and proved that the real numbers are more numerous than the natural numbers. In fact, Cantor's method of proof of this theorem implies the existence of an infinity of infinities. He defined the cardinal and ordinal numbers and their arithmetic. Cantor's work is of great philosophical interest, a fact he was well aware of. Cantor's theory of transfinite numbers was originally regarded as so counter-intuitive – even shocking – that it encountered resistance from mathematical contemporaries such as Leopold Kronecker and Henri Poincaré and later from Hermann Weyl and L. E. J. Brouwer, while Ludwig Wittgenstein raised philosophical objections. Cantor, a devout Lutheran, believed the theory had been communicated to him by God. Some Christian theologians (particularly neo-Scholastics) saw Cantor's work as a challenge to the uniqueness of the absolute infinity in the nature of God – on one occasion equating the theory of transfinite numbers with pantheism – a proposition that Cantor vigorously rejected.","Travel to Candy Land with the adorable Mr. Mint, a sweet 1.5 year old 45lb cattle dog! Mr. Mint hails from rural Texas and is a lovable, playful goof who is very friendly with people. He loves his humans and gets very attached, preferring to be with them 24/7. His mom says he's a great companion and responds extremely well to training. He is a highly intelligent boy who wants to always be learning. Mr. Mint will need a strong leader who can help him continue his work on basics like overexcitement, not pulling on the leash, and being left alone in his crate. He does best with regular, daily exercise, lots of mental stimulation, and a structured routine. He is also currently struggling with his interactions with other dogs "
mathematician,Muhammad ibn Musa al-Khwarizmi,"Muḥammad ibn Mūsā al-Khwārizmī (c. 780 – c. 850), Arabized as al-Khwarizmi and formerly Latinized as Algorithmi, was a Persian polymath who produced vastly influential works in mathematics, astronomy, and geography. Around 820 CE he was appointed as the astronomer and head of the library of the House of Wisdom in Baghdad. Al-Khwarizmi's popularizing treatise on algebra (The Compendious Book on Calculation by Completion and Balancing, c. 813–833 CE:171) presented the first systematic solution of linear and quadratic equations. One of his principal achievements in algebra was his demonstration of how to solve quadratic equations by completing the square, for which he provided geometric justifications. Because he was the first to treat algebra as an independent discipline and introduced the methods of ""reduction"" and ""balancing"" (the transposition of subtracted terms to the other side of an equation, that is, the cancellation of like terms on opposite sides of the equation), he has been described as the father or founder of algebra. The term algebra itself comes from the title of his book (the word al-jabr meaning ""completion"" or ""rejoining""). His name gave rise to the terms algorism and algorithm, as well as Spanish and Portuguese terms algoritmo, and Spanish guarismo and Portuguese algarismo meaning ""digit"". In the 12th century, Latin translations of his textbook on arithmetic (Algorithmo de Numero Indorum) which codified the various Indian numerals, introduced the decimal positional number system to the Western world.","Shayla is young, silly, and a spaz! I spend so much time laughing at this girl! I doubt this girl is much past her first birthday. Shayla is spayed and vaccinated We will micro chip her in the next few days. She loves other dogs and people. She needs some manners and we will work on that."
mathematician,Kurt Gödel,"Kurt Friedrich Gödel (April 28, 1906 – January 14, 1978) was a Austrian-German-American logician, mathematician, and analytic philosopher. Considered along with Aristotle and Gottlob Frege to be one of the most significant logicians in history, Gödel had an immense effect upon scientific and philosophical thinking in the 20th century, a time when others such as Bertrand Russell, Alfred North Whitehead, and David Hilbert were analyzing the use of logic and set theory to understand the foundations of mathematics pioneered by Georg Cantor. Gödel published his two incompleteness theorems in 1931 when he was 25 years old, one year after finishing his doctorate at the University of Vienna. The first incompleteness theorem states that for any self-consistent recursive axiomatic system powerful enough to describe the arithmetic of the natural numbers (for example Peano arithmetic), there are true propositions about the natural numbers that cannot be proved from the axioms. To prove this theorem, Gödel developed a technique now known as Gödel numbering, which codes formal expressions as natural numbers.","Cowboy (cattle dog mix) is a handsome fella. As every good cowboy should be, this guy is a little bit of an adventurer and needs a secure fence or an adopter who will walk him regularly. Cowboy loves other dogs and loves to play, he is not aggressive towards cats but seems to be extremely interested in them (probably more so than most cats would approve of). Cowboy loves his people and would love to find the love of his life and ride off into the sunset."
